figure_id	panel_id	manuscript_id	keynote_slide	keynote_object_id	keynote_data_id	original_plot_filename	embedded_sha256	plot_region	source_script	source_code_location	source_script_sha256	input_files	input_objects	dependencies	upstream_scripts	important_parameters	cleaned_script	cleaned_code_location	output_file	reproducibility_status	mapping_confidence	code_confidence	local_original_match	local_original_sha256	validation_notes	notes
Fig. 2	b	Fig. 2b	3	1283257	12471	heatmap_all_segements_chr22qdel.pdf	b079e5bceab288718512b402059ccf50f3155eecae66d5509115ce9d859c1c00	entire imported object	TP_bb_heatmap_freq.R	21-42;344-395;410-432	e1a55e687590cbe1b3ed0ff6416a02948d02555b5892924f26fa863da3072f04	wgsdata_tp.RData;ngspurity_data.RData	wgsdata;ngspurity;BBprofile	dplyr;tidyr;forcats;ggplot2;scales;ggsci;cowplot;hrbrthemes;broom;purrr;ggrepel;Roboto Condensed	WGS_data_prepare.R:249-280	chr22 only;WGD-relative totalCN;longest chr22 segment defines clonal/subclonal deletion set;cohort ordering then deletion status	Rscripts/Fig2.R	Rscripts/Fig2.R:37 (run_Fig2)	Rscripts/Figures/Fig2b.pdf	reproduced	High	High	byte-identical	b079e5bceab288718512b402059ccf50f3155eecae66d5509115ce9d859c1c00	Chromosome22 heatmap rerun; visual clonal/subclonal/cohort blocks match embedded PDF. Classification yields100 clonal and63 subclonal loss tumors. Neutral samples retained as white rows per original; wrapped cohort labels prevent clipping.	This minimal block does not require CNTools, valr, or genome-wide frequency pipeline. Manuscript says tumors with loss; source heatmap data retains all chr22 samples, rendering neutral samples white. Not executed yet; exact local input snapshots present. Needs independent comparison to embedded PDF; retain historical largest-segment rule. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 2	c	Fig. 2c	3	1298923	12491	TP_chr22q_del_subclone_frac.pdf	2fab80b7ac1d8cd0bfa7f56d366807165191e103e5a51fee4b87c27bdb6bf38c	entire imported object	TP_bb_heatmap_freq.R	21-42;344-395;519-538	e1a55e687590cbe1b3ed0ff6416a02948d02555b5892924f26fa863da3072f04	wgsdata_tp.RData;ngspurity_data.RData	wgsdata;ngspurity;BBprofile;study_color2	dplyr;tidyr;ggplot2;ggbeeswarm;rstatix;ggpubr;scales;rlang;hrbrthemes;cowplot;Roboto Condensed;Sherlock_functions.R:163-474 plot_group_compare	WGS_data_prepare.R:249-280	subclonal fraction>0 and nonmissing;relative_copy<0;select samples with longest-segment subclonal loss;helper p_off=TRUE	Rscripts/Fig2.R	Rscripts/Fig2.R:37 (run_Fig2)	Rscripts/Figures/Fig2c.pdf	reproduced	High	High	byte-identical	2fab80b7ac1d8cd0bfa7f56d366807165191e103e5a51fee4b87c27bdb6bf38c	Exact historical subclone-fraction plot visually matches embedded distributions.69 qualifying segment observations correspond to63 unique tumors; no silent deduplication. Legend refers to individual tumors and requires author review.	Potential repeated per-tumor points must be audited, not silently deduplicated. Not executed yet; exact local snapshots and helper available. Source contains one row per qualifying segment with no per-tumor deduplication; legend says individual tumors. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 2	d	Fig. 2d	3	1353120	13409	chr22q_del_clonality_alterations.pdf	7f1fbc220c97ca372f1650385e084858cbc927bc2f3982a65f61fca42035ff9f	entire imported object	TP_bb_heatmap_freq.R	21-42;344-395;439-511	e1a55e687590cbe1b3ed0ff6416a02948d02555b5892924f26fa863da3072f04	wgsdata_tp.RData;ngspurity_data.RData;Genome_landscape_manual_final.RData	wgsdata;ngspurity;BBprofile;data_top0	dplyr;tidyr;forcats;ggplot2;scales;ggsci;cowplot;hrbrthemes;broom;purrr;ggrepel;Roboto Condensed	WGS_data_prepare.R:249-280;Recalling.R:36-95	Two-sided Fisher exact per event;log2 estimate;label if adjustedP<0.05;stats::p.adjust default Holm;source y=-log10(rawP)	Rscripts/Fig2.R	Rscripts/Fig2.R:37 (run_Fig2)	Rscripts/Figures/Fig2d_related_raw_p.pdf	source code partially identified	High	High	same basename, different bytes	3914c7dd47f73f74c61ceca64efb0f4b37b073456490043374cb02ac5bb13dde	Recovered source runs and produces raw-P y-axis with Holm-adjusted significance labels. Embedded final uses adjusted-P y-axis and excludes self-SCNA entries; exact final generator not recovered. Related output is clearly named.	Source removes only Gene==chr22q, not chr22q_Clone/chr22q_Subclone; self-association entries may therefore be retained from final curated data. Source raw-P y-axis disagrees with manuscript FDR y-axis. Variable FDR uses default Holm, not BH. Exact source output can be replayed, but scientific fidelity to legend requires review. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 3	a	Fig. 3a	4	1303194	12921	tp_tumor_hetrogenerity_math_ccf2.pdf	bf539bd79b91790a151a6a0ec964fb299421da6a0799f072c8b6c026faf70753	entire imported object	TP_Comparision.R	2366-2410	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData	wgsdata;DP_info_data;study_color2	dplyr;tidyr;ggplot2;ggbeeswarm;rstatix;ggpubr;scales;rlang;hrbrthemes;cowplot;Roboto Condensed;Sherlock_functions.R:163-474 plot_group_compare	Upstream DP_info_data assembly script not identified in biowulf	MATH_CCF=100*mad(CCF,na.rm=TRUE)/median(CCF,na.rm=TRUE);R mad default scaling1.4826;parallel MATH_VAF calculated but not used in export	Rscripts/Fig3.R	Rscripts/Fig3.R:8 (run_Fig3)		source code partially identified	High	Medium	no exact-basename file in biowulf			Exact final filename and ridgeline plot code absent; related historical export is box/point comparison. Manuscript describes VAF dispersion but historical plotted object is MATH_CCF. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 3	b	Fig. 3b	4	1305162	12946	tp_tumor_hetrogenerity_math_ccf_drivers_all.pdf	cda7250b7ee0f4ad033a94c92a4f719f3dac128555c6f7b59674426114ddbbd6	entire imported object	TP_Comparision.R	2366-2387;2461-2513	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData	wgsdata;DP_info_data;data_top0	dplyr;tidyr;forcats;ggplot2;scales;ggsci;cowplot;hrbrthemes;broom;purrr;ggrepel;Roboto Condensed	Recalling.R:36-95;DP_info_data upstream assembly not identified	Related source uses MATH_CCF;alterations>10 observations;Wilcoxon;log2 median ratio;cohort-stratified Holm p.adjust	Rscripts/Fig3.R	Rscripts/Fig3.R:8 (run_Fig3)		source code partially identified	High	Medium	no exact-basename file in biowulf			Exact combined-cohort filename and generating code absent. Historical code is stratified by Study2 and uses raw-P y-axis; cannot relabel it as combined-FDR panel. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 3	c	Fig. 3c	4	1305537	12952	tp_tumor_hetrogenerity_math_ccf_drivers2_all.pdf	6ac06b654b9c04c049eae23ac437493597a5cdc94a38ad1d560ff9cb8cdd092b	entire imported object	TP_Comparision.R	2366-2387;2461-2490;2520-2534	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData	wgsdata;DP_info_data;data_top0	dplyr;tidyr;forcats;ggplot2;scales;ggsci;cowplot;hrbrthemes;broom;purrr;ggrepel;Roboto Condensed	Recalling.R:36-95;DP_info_data upstream assembly not identified	Related historical code selects alterations with rawP<0.05 in any cohort;violin trimFALSE;box width0.1	Rscripts/Fig3.R	Rscripts/Fig3.R:8 (run_Fig3)		source code partially identified	High	Medium	no exact-basename file in biowulf			Exact combined-cohort filename and generating code absent. Current historical plot facets by Study2; manuscript panel combines cohorts. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 3	d	Fig. 3d	4	1285819	12575	NRPCC_threshold.pdf	5f88bb237f92568492a097674a11bd04e514724493f5424c8e53c624cd8d485b	entire imported object				Potential inputs only: ngspurity_data.RData;wgs_covdata_tp.RData;DP_info_data.RData	Potential objects: ngspurity;clone_data;wgs_covdata				Rscripts/Fig3.R	Rscripts/Fig3.R:8 (run_Fig3)		unresolved	High	Unresolved	no exact-basename file in biowulf		Input suggestions are conceptual candidates, not a recovered dependency graph. Do not invent NRPCC or minimum-detection methodology.	Input suggestions are conceptual candidates, not a recovered dependency graph. Do not invent NRPCC or minimum-detection methodology. No NRPCC, NRPCC_threshold, min_ccf, or minimum-CCF plotting logic found in any biowulf R/Rmd. Formula, threshold, cluster filtering and plotting code unverified. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 3	e	Fig. 3e	4	1285891	12583	drivers_number_subclones.pdf	ba02569e5a10be4ef00307b347ebfa15354d3703410c7e1c5284be71123afcea	entire imported object	TP_Comparision.R	2115-2152;2461-2465 related only	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	ngspurity_data.RData;wgsdata_tp.RData;Genome_landscape_manual_final.RData	clone_data;wgsdata;data_top0	dplyr;tidyr;forcats;ggplot2;scales;ggsci;cowplot;hrbrthemes;broom;purrr;ggrepel;Roboto Condensed	WGS_data_prepare.R:249-280;Recalling.R:36-95	Related code counts Clone!=Yes per tumor and fills missing count0;exports cohort distributions only	Rscripts/Fig3.R	Rscripts/Fig3.R:8 (run_Fig3)		source code partially identified	High	Medium	no exact-basename file in biowulf			Exact filename and driver-stratified subclone-count plotting logic absent. Manuscript >=50 mutation cluster threshold is not enforced in related count block. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 4	a	Fig. 4a	5	1286060	12596	TP_mutation_cluster_distribution.pdf	370ac14ecd84d30b51042783fe623ab57c0b3fbdd43699305bb01fb91d0e65aa	entire imported object	TP_Comparision.R	2157-2171;2206-2218	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/Fig4.R	Rscripts/Fig4.R:3 (run_Fig4)	Rscripts/Figures/Fig4a.pdf	reproduced	High	High	same basename, different bytes	ad1437935054275963c2348c1c98afe502d08cfc2b32bb4ef70af7eb9982bd17	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. 	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed.  Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 4	b	Fig. 4b	5	1286112	12602	TP_mutation_cluster_clonality.pdf	b11972b079d7e32c0f87e3c4c41792e6bc92904fe837a29ffb86c585f9394b22	entire imported object	TP_Comparision.R	2157-2187	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/Fig4.R	Rscripts/Fig4.R:3 (run_Fig4)	Rscripts/Figures/Fig4b.pdf	reproduced	High	High	byte-identical	b11972b079d7e32c0f87e3c4c41792e6bc92904fe837a29ffb86c585f9394b22	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. 	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed.  Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
